Organization name,Organization type,Publisher/Supplier,Year,Cost,Material,Resource type,Way of acquisition
Turku University of Applied Sciences,University of applied sciences,Ebsco,2014,7434.0,Academic search Elite; Cinahl; Wilson Art Full Text,Full text materials; Reference database,FinELib consortium; Separate contract
Turku University of Applied Sciences,University of applied sciences,Ebsco,2015,11713.0,Academic search Elite; CINAHL Complete; Cinahl; Wilson Art Full Text,Full text materials; Reference database,FinELib consortium; Separate contract
Turku University of Applied Sciences,University of applied sciences,Ecopoint Inc.,2013,343.0,Dieselnet,Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Ecopoint Inc.,2014,285.0,Dieselnet,Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Ecopoint Inc.,2015,350.0,Dieselnet,Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Edita Publishing,2010,2396.0,Edilex,Reference resource,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Edita Publishing,2011,2396.0,Edilex,Reference resource,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Edita Publishing,2012,2369.0,Edilex,Reference resource,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Edita Publishing,2013,2369.0,Edilex,Reference resource,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Edita Publishing,2014,2511.0,Edilex,Reference resource,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Edita Publishing,2015,2511.0,Edilex,Reference resource,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Ellibs,2012,240.0,Ellibs,Other electronic service,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Ellibs,2013,240.0,Ellibs,Other electronic service,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Ellibs,2014,240.0,Ellibs,Other electronic service,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Ellibs,2015,360.0,Ellibs,Other electronic service,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Elsevier,2010,20603.0,ScienceDirect Freedom Collection,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Elsevier,2011,22141.0,ScienceDirect Freedom Collection,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Elsevier,2012,24045.0,ScienceDirect Freedom Collection,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Elsevier,2013,26099.0,ScienceDirect Freedom Collection,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Elsevier,2014,28348.0,ScienceDirect Freedom Collection,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Elsevier,2015,30758.0,ScienceDirect Freedom Collection,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2010,2189.0,Emerald,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2011,2338.0,Emerald,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2012,2922.0,Emerald,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2013,2923.0,Emerald,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2014,3131.0,Emerald,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2015,4169.0,Emerald,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Encyclopedia Britannica,2010,550.0,Encyclopedia Britannica,Reference resource,Separate contract
Turku University of Applied Sciences,University of applied sciences,Encyclopedia Britannica,2011,663.0,Encyclopedia Britannica,Reference resource,Separate contract
Turku University of Applied Sciences,University of applied sciences,Encyclopedia Britannica,2012,715.0,Encyclopedia Britannica,Reference resource,Separate contract
Turku University of Applied Sciences,University of applied sciences,FinPro,2012,425.0,Laivauskäsikirja,Reference resource,Separate contract
Turku University of Applied Sciences,University of applied sciences,FinPro,2013,455.0,Laivauskäsikirja,Reference resource,Separate contract
Turku University of Applied Sciences,University of applied sciences,FinPro,2014,713.0,Laivauskäsikirja,Reference resource,Separate contract
Turku University of Applied Sciences,University of applied sciences,FinPro,2015,705.0,Laivauskäsikirja,Reference resource,Separate contract
Turku University of Applied Sciences,University of applied sciences,Helsingin seudun kauppakamari,2012,1595.0,Ulkomaankaupan verkkopalvelu,Reference resource,Separate contract
Turku University of Applied Sciences,University of applied sciences,Helsingin seudun kauppakamari,2013,1595.0,Ulkomaankaupan verkkopalvelu,Reference resource,Separate contract
Turku University of Applied Sciences,University of applied sciences,Helsingin seudun kauppakamari,2014,1595.0,Ulkomaankaupan verkkopalvelu,Reference resource,Separate contract
Turku University of Applied Sciences,University of applied sciences,Helsingin seudun kauppakamari,2015,1595.0,Ulkomaankaupan verkkopalvelu,Reference resource,Separate contract
Turku University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2010,2079.0,Medic,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2011,2079.0,Medic,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2012,2079.0,Medic,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2013,2160.0,Medic,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2014,2160.0,Medic,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2015,2268.0,Medic,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Institute of Electrical and Electronics Engineers (IEEE),2010,11791.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Institute of Electrical and Electronics Engineers (IEEE),2011,12756.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Institute of Electrical and Electronics Engineers (IEEE),2012,14415.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Institute of Electrical and Electronics Engineers (IEEE),2013,14685.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Institute of Electrical and Electronics Engineers (IEEE),2014,14187.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Institute of Electrical and Electronics Engineers (IEEE),2015,19595.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Kauppalehti,2013,1974.0,Kauppalehti Online,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Kauppalehti,2014,2600.0,Kauppalehti Online,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Kauppalehti,2015,2600.0,Kauppalehti Online,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Kielikone,2010,2487.0,MOT Ylläpito,Other electronic service,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Kielikone,2011,2487.0,MOT Ylläpito,Other electronic service,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Kielikone,2012,2487.0,MOT Ylläpito,Other electronic service,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Kielikone,2013,2487.0,MOT Ylläpito,Other electronic service,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Kielikone,2014,2487.0,MOT Ylläpito,Other electronic service,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Kielikone,2015,2487.0,MOT Ylläpito,Other electronic service,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,LM Tietopalvelut,2015,7000.0,,Other,Separate contract
Turku University of Applied Sciences,University of applied sciences,Marilyn Conibear,2013,236.0,OTDbase,Reference database,Separate contract
Turku University of Applied Sciences,University of applied sciences,Marilyn Conibear,2014,260.0,OTDbase,Reference database,Separate contract
Turku University of Applied Sciences,University of applied sciences,Marilyn Conibear,2015,299.0,OTDbase,Reference database,Separate contract
Turku University of Applied Sciences,University of applied sciences,MUSEEC ,2015,2500.0,Medici.tv,Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Naxos Digital Services,2010,450.0,Naxos Music Library,Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Naxos Digital Services,2011,450.0,Naxos Music Library,Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Naxos Digital Services,2012,450.0,Naxos Music Library,Other electronic service,Separate contract
